Matrix,Estimate,Std_Error,DF,t_stat,p_value,CI_lower,CI_upper
SQRT_CS,0.30056052521155213,0.11637333635399402,33.41295187062693,2.582726719265677,0.014363846699396622,0.06390830472837944,0.5372127456947249
HELLINGER,0.3111636323632921,0.10770077150280626,25.159258519924293,2.8891495206715803,0.00783838160425761,0.08942091464979099,0.5329063500767932
SQRT,0.1794187815426415,0.12308154206841045,37.0841960411525,1.4577228927056993,0.15333407193812884,-0.06994900048961464,0.42878656357489764
