iter,label,metric,df,F,R2,p,n_units,n_trt_lvls,n_each
21,N-sens (n=2/trt),Jaccard (incidence),2,0.9116034802088938,0.3780072004747358,0.5333333333333333,6,3,2
21,N-sens (n=2/trt),Gower (sqrt→z),2,3.7631818491805538,0.7150012971272233,0.2,6,3,2
21,N-sens (n=2/trt),Gower (prop→z),2,1.0886821489461695,0.42055458581091637,0.6,6,3,2
22,N-sens (n=2/trt),Jaccard (incidence),2,1.9701633680668893,0.5677436936245457,0.13333333333333333,6,3,2
22,N-sens (n=2/trt),Gower (sqrt→z),2,3.911689301837545,0.722822224939877,0.06666666666666667,6,3,2
22,N-sens (n=2/trt),Gower (prop→z),2,1.4096211264945329,0.48446896183793614,0.2,6,3,2
23,N-sens (n=2/trt),Jaccard (incidence),2,1.6467899185313934,0.5233237556894011,0.13333333333333333,6,3,2
23,N-sens (n=2/trt),Gower (sqrt→z),2,3.39672865891985,0.6936730408233649,0.06666666666666667,6,3,2
23,N-sens (n=2/trt),Gower (prop→z),2,1.5905002961453985,0.5146416902561496,0.06666666666666667,6,3,2
24,N-sens (n=2/trt),Jaccard (incidence),2,2.659085308054403,0.6393437766003188,0.13333333333333333,6,3,2
24,N-sens (n=2/trt),Gower (sqrt→z),2,5.343897373433886,0.7808266374912947,0.06666666666666667,6,3,2
24,N-sens (n=2/trt),Gower (prop→z),2,2.2852591935776987,0.6037259476061793,0.06666666666666667,6,3,2
25,N-sens (n=2/trt),Jaccard (incidence),2,1.6355344216979508,0.5216126509025145,0.3333333333333333,6,3,2
25,N-sens (n=2/trt),Gower (sqrt→z),2,3.0565423319485276,0.6708030144957414,0.2,6,3,2
25,N-sens (n=2/trt),Gower (prop→z),2,1.5633799272638405,0.5103447709341835,0.26666666666666666,6,3,2
26,N-sens (n=2/trt),Jaccard (incidence),2,1.4620732570356485,0.49359793974131694,0.4666666666666667,6,3,2
26,N-sens (n=2/trt),Gower (sqrt→z),2,3.479694414530739,0.6987766968946922,0.06666666666666667,6,3,2
26,N-sens (n=2/trt),Gower (prop→z),2,1.2802063198359852,0.46047169618386785,0.4,6,3,2
27,N-sens (n=2/trt),Jaccard (incidence),2,0.9799527132022637,0.3951497574874684,0.5333333333333333,6,3,2
27,N-sens (n=2/trt),Gower (sqrt→z),2,3.2098729113733047,0.6815200689645298,0.2,6,3,2
27,N-sens (n=2/trt),Gower (prop→z),2,1.1490207035375597,0.43375300993424953,0.5333333333333333,6,3,2
28,N-sens (n=2/trt),Jaccard (incidence),2,4.820957610002164,0.762694184560512,0.13333333333333333,6,3,2
28,N-sens (n=2/trt),Gower (sqrt→z),2,5.348637838651112,0.7809783441117929,0.06666666666666667,6,3,2
28,N-sens (n=2/trt),Gower (prop→z),2,3.2958869037012586,0.687231990637151,0.06666666666666667,6,3,2
29,N-sens (n=2/trt),Jaccard (incidence),2,2.255201695602237,0.6005540789575514,0.26666666666666666,6,3,2
29,N-sens (n=2/trt),Gower (sqrt→z),2,4.4253061190054925,0.7468485222748692,0.13333333333333333,6,3,2
29,N-sens (n=2/trt),Gower (prop→z),2,2.962523872722921,0.6638673444037538,0.13333333333333333,6,3,2
30,N-sens (n=2/trt),Jaccard (incidence),2,3.0406633101362917,0.6696517892768016,0.06666666666666667,6,3,2
30,N-sens (n=2/trt),Gower (sqrt→z),2,4.381007278936135,0.7449416521940869,0.06666666666666667,6,3,2
30,N-sens (n=2/trt),Gower (prop→z),2,3.870430517198599,0.7206927833445927,0.06666666666666667,6,3,2
31,N-sens (n=2/trt),Jaccard (incidence),2,0.7093477601518436,0.3210665939268391,0.6,6,3,2
31,N-sens (n=2/trt),Gower (sqrt→z),2,2.550103512057087,0.6296390955108859,0.26666666666666666,6,3,2
31,N-sens (n=2/trt),Gower (prop→z),2,1.0272381375738158,0.4064666967078847,0.6666666666666666,6,3,2
32,N-sens (n=2/trt),Jaccard (incidence),2,1.2482052151664407,0.45418923167673464,0.4,6,3,2
32,N-sens (n=2/trt),Gower (sqrt→z),2,3.9045377492564572,0.7224554495513764,0.06666666666666667,6,3,2
32,N-sens (n=2/trt),Gower (prop→z),2,1.99742492181896,0.5711130235728199,0.2,6,3,2
33,N-sens (n=2/trt),Jaccard (incidence),2,1.0913758900054809,0.42115692062071813,0.26666666666666666,6,3,2
33,N-sens (n=2/trt),Gower (sqrt→z),2,3.2237017000422403,0.6824524292068259,0.06666666666666667,6,3,2
33,N-sens (n=2/trt),Gower (prop→z),2,1.0285881397385126,0.40678358154637295,0.5333333333333333,6,3,2
34,N-sens (n=2/trt),Jaccard (incidence),2,1.928005499416774,0.5624277731598728,0.13333333333333333,6,3,2
34,N-sens (n=2/trt),Gower (sqrt→z),2,3.307460920920342,0.6879849832013112,0.06666666666666667,6,3,2
34,N-sens (n=2/trt),Gower (prop→z),2,1.602797003803549,0.5165652157839421,0.2,6,3,2
35,N-sens (n=2/trt),Jaccard (incidence),2,2.684071642064446,0.6414975343825873,0.13333333333333333,6,3,2
35,N-sens (n=2/trt),Gower (sqrt→z),2,3.4979889790655654,0.6998792901939445,0.06666666666666667,6,3,2
35,N-sens (n=2/trt),Gower (prop→z),2,2.5397984951478847,0.6286943515124287,0.06666666666666667,6,3,2
36,N-sens (n=2/trt),Jaccard (incidence),2,0.8886850064028091,0.3720394292343744,0.6666666666666666,6,3,2
36,N-sens (n=2/trt),Gower (sqrt→z),2,3.0140250830326263,0.6677023338575989,0.13333333333333333,6,3,2
36,N-sens (n=2/trt),Gower (prop→z),2,1.072383326998827,0.41688317434787825,0.4666666666666667,6,3,2
37,N-sens (n=2/trt),Jaccard (incidence),2,2.4674225333599438,0.6219207842403227,0.06666666666666667,6,3,2
37,N-sens (n=2/trt),Gower (sqrt→z),2,4.872866845559359,0.7646271236554696,0.06666666666666667,6,3,2
37,N-sens (n=2/trt),Gower (prop→z),2,1.8666890742082827,0.5544584109381283,0.06666666666666667,6,3,2
38,N-sens (n=2/trt),Jaccard (incidence),2,2.031601213365897,0.5752634826596459,0.26666666666666666,6,3,2
38,N-sens (n=2/trt),Gower (sqrt→z),2,4.764744323557855,0.760564849492832,0.13333333333333333,6,3,2
38,N-sens (n=2/trt),Gower (prop→z),2,2.6470741709522274,0.6382992109216173,0.13333333333333333,6,3,2
39,N-sens (n=2/trt),Jaccard (incidence),2,1.8455304889456365,0.5516406127649032,0.26666666666666666,6,3,2
39,N-sens (n=2/trt),Gower (sqrt→z),2,4.635455720848711,0.7555193830341087,0.13333333333333333,6,3,2
39,N-sens (n=2/trt),Gower (prop→z),2,2.599043185673683,0.6340609425042021,0.13333333333333333,6,3,2
40,N-sens (n=2/trt),Jaccard (incidence),2,2.547747466114229,0.6294235219570219,0.13333333333333333,6,3,2
40,N-sens (n=2/trt),Gower (sqrt→z),2,4.3090064118787765,0.7417802815757499,0.06666666666666667,6,3,2
40,N-sens (n=2/trt),Gower (prop→z),2,1.7794850646718312,0.5426111202155753,0.13333333333333333,6,3,2
41,N-sens (n=2/trt),Jaccard (incidence),2,0.8278897267868387,0.3556395808875217,0.4666666666666667,6,3,2
41,N-sens (n=2/trt),Gower (sqrt→z),2,2.956820855131912,0.6634372238065641,0.2,6,3,2
41,N-sens (n=2/trt),Gower (prop→z),2,1.1639040580366606,0.43691665791240114,0.4,6,3,2
42,N-sens (n=2/trt),Jaccard (incidence),2,3.254314047586563,0.6844970725563563,0.13333333333333333,6,3,2
42,N-sens (n=2/trt),Gower (sqrt→z),2,3.301117122865876,0.6875727124305973,0.06666666666666667,6,3,2
42,N-sens (n=2/trt),Gower (prop→z),2,1.7950140544105364,0.5447667368847252,0.06666666666666667,6,3,2
43,N-sens (n=2/trt),Jaccard (incidence),2,1.682791029031483,0.5287155247335081,0.2,6,3,2
43,N-sens (n=2/trt),Gower (sqrt→z),2,2.6991697525458367,0.6427865296251496,0.06666666666666667,6,3,2
43,N-sens (n=2/trt),Gower (prop→z),2,1.7035066032854282,0.5317631003283585,0.13333333333333333,6,3,2
44,N-sens (n=2/trt),Jaccard (incidence),2,1.5148607921080819,0.502464590097656,0.3333333333333333,6,3,2
44,N-sens (n=2/trt),Gower (sqrt→z),2,3.367751824759614,0.6918495325973042,0.2,6,3,2
44,N-sens (n=2/trt),Gower (prop→z),2,1.7719087537037563,0.5415520074323527,0.2,6,3,2
45,N-sens (n=2/trt),Jaccard (incidence),2,1.0607393302406767,0.41423167040628867,0.4666666666666667,6,3,2
45,N-sens (n=2/trt),Gower (sqrt→z),2,3.1349834314138563,0.6763742476761261,0.06666666666666667,6,3,2
45,N-sens (n=2/trt),Gower (prop→z),2,1.1465000331303326,0.43321368553856765,0.4,6,3,2
46,N-sens (n=2/trt),Jaccard (incidence),2,3.530632423855464,0.7018267538516749,0.2,6,3,2
46,N-sens (n=2/trt),Gower (sqrt→z),2,3.1638685460162805,0.6783785852452359,0.06666666666666667,6,3,2
46,N-sens (n=2/trt),Gower (prop→z),2,1.8886871459147216,0.5573506979514631,0.06666666666666667,6,3,2
47,N-sens (n=2/trt),Jaccard (incidence),2,0.9863634903408276,0.39670928815223966,0.4,6,3,2
47,N-sens (n=2/trt),Gower (sqrt→z),2,2.719863427017628,0.6445382591303153,0.2,6,3,2
47,N-sens (n=2/trt),Gower (prop→z),2,1.1067856701090184,0.42457869966069434,0.5333333333333333,6,3,2
48,N-sens (n=2/trt),Jaccard (incidence),2,1.3852012797447808,0.4801055959143735,0.3333333333333333,6,3,2
48,N-sens (n=2/trt),Gower (sqrt→z),2,3.208571670501659,0.6814320552032317,0.13333333333333333,6,3,2
48,N-sens (n=2/trt),Gower (prop→z),2,1.1125975323493897,0.42585875496440573,0.4666666666666667,6,3,2
49,N-sens (n=2/trt),Jaccard (incidence),2,2.199196527984329,0.5945065398249221,0.13333333333333333,6,3,2
49,N-sens (n=2/trt),Gower (sqrt→z),2,3.185341895663357,0.6798526055508638,0.06666666666666667,6,3,2
49,N-sens (n=2/trt),Gower (prop→z),2,1.6973185183848178,0.5308568754176698,0.13333333333333333,6,3,2
50,N-sens (n=2/trt),Jaccard (incidence),2,1.643884310756007,0.522883206971666,0.13333333333333333,6,3,2
50,N-sens (n=2/trt),Gower (sqrt→z),2,3.7199949995556665,0.7126434028906765,0.06666666666666667,6,3,2
50,N-sens (n=2/trt),Gower (prop→z),2,1.3136818446774539,0.4668906852999394,0.2,6,3,2
51,N-sens (n=2/trt),Jaccard (incidence),2,3.1424333437310032,0.6768935838302227,0.13333333333333333,6,3,2
51,N-sens (n=2/trt),Gower (sqrt→z),2,3.8741113503784517,0.7208840862788658,0.06666666666666667,6,3,2
51,N-sens (n=2/trt),Gower (prop→z),2,2.0707210475791573,0.5799167787086154,0.06666666666666667,6,3,2
52,N-sens (n=2/trt),Jaccard (incidence),2,2.093112456948611,0.5825346359256873,0.2,6,3,2
52,N-sens (n=2/trt),Gower (sqrt→z),2,3.296834140339354,0.6872937533141635,0.06666666666666667,6,3,2
52,N-sens (n=2/trt),Gower (prop→z),2,2.2566241254132606,0.6007053274633944,0.06666666666666667,6,3,2
53,N-sens (n=2/trt),Jaccard (incidence),2,0.5404839189299289,0.2648802639000309,0.9333333333333333,6,3,2
53,N-sens (n=2/trt),Gower (sqrt→z),2,2.078672353482959,0.580850144456472,0.13333333333333333,6,3,2
53,N-sens (n=2/trt),Gower (prop→z),2,0.7914829830320508,0.34540207755973557,0.7333333333333333,6,3,2
54,N-sens (n=2/trt),Jaccard (incidence),2,0.7151864441144518,0.32285609458049763,0.6,6,3,2
54,N-sens (n=2/trt),Gower (sqrt→z),2,1.9111885626860858,0.5602705706720447,0.26666666666666666,6,3,2
54,N-sens (n=2/trt),Gower (prop→z),2,0.8265024656392274,0.35525535770800853,0.7333333333333333,6,3,2
55,N-sens (n=2/trt),Jaccard (incidence),2,4.0530562566854424,0.7298784794059815,0.06666666666666667,6,3,2
55,N-sens (n=2/trt),Gower (sqrt→z),2,5.498426882244074,0.7856661182235544,0.06666666666666667,6,3,2
55,N-sens (n=2/trt),Gower (prop→z),2,4.290628037950749,0.7409607403257013,0.06666666666666667,6,3,2
56,N-sens (n=2/trt),Jaccard (incidence),2,0.8486184961629493,0.36132666823044185,0.7333333333333333,6,3,2
56,N-sens (n=2/trt),Gower (sqrt→z),2,2.80704346680262,0.6517332570331495,0.06666666666666667,6,3,2
56,N-sens (n=2/trt),Gower (prop→z),2,0.8603856714217469,0.3645106313933456,0.6666666666666666,6,3,2
57,N-sens (n=2/trt),Jaccard (incidence),2,3.0418008282391162,0.6697345267380297,0.06666666666666667,6,3,2
57,N-sens (n=2/trt),Gower (sqrt→z),2,4.492207958164728,0.749674909403609,0.06666666666666667,6,3,2
57,N-sens (n=2/trt),Gower (prop→z),2,3.0757735697800155,0.6721865762968436,0.06666666666666667,6,3,2
58,N-sens (n=2/trt),Jaccard (incidence),2,1.6892199740187799,0.529665557026526,0.2,6,3,2
58,N-sens (n=2/trt),Gower (sqrt→z),2,2.822895316151887,0.6530103344405629,0.06666666666666667,6,3,2
58,N-sens (n=2/trt),Gower (prop→z),2,1.4353437286034674,0.48898659281935375,0.2,6,3,2
59,N-sens (n=2/trt),Jaccard (incidence),2,0.606134933206982,0.2877949193331259,0.7333333333333333,6,3,2
59,N-sens (n=2/trt),Gower (sqrt→z),2,3.146790671676739,0.6771965629648766,0.2,6,3,2
59,N-sens (n=2/trt),Gower (prop→z),2,0.9710498535994992,0.3929705635784733,0.6666666666666666,6,3,2
60,N-sens (n=2/trt),Jaccard (incidence),2,3.7779772372193223,0.7158002142521047,0.13333333333333333,6,3,2
60,N-sens (n=2/trt),Gower (sqrt→z),2,4.329386332867089,0.7426830348260259,0.06666666666666667,6,3,2
60,N-sens (n=2/trt),Gower (prop→z),2,3.2837792225207,0.6864403789919029,0.13333333333333333,6,3,2
61,N-sens (n=2/trt),Jaccard (incidence),2,0.5990901981599216,0.28540469517941086,0.8,6,3,2
61,N-sens (n=2/trt),Gower (sqrt→z),2,3.091395667007719,0.6733019524371393,0.2,6,3,2
61,N-sens (n=2/trt),Gower (prop→z),2,1.0090074299446512,0.40215402230471275,0.6,6,3,2
62,N-sens (n=2/trt),Jaccard (incidence),2,1.484092901091445,0.4973346843687847,0.06666666666666667,6,3,2
62,N-sens (n=2/trt),Gower (sqrt→z),2,4.157534611600087,0.7348668451935879,0.06666666666666667,6,3,2
62,N-sens (n=2/trt),Gower (prop→z),2,1.5745127343866776,0.5121178119630625,0.13333333333333333,6,3,2
63,N-sens (n=2/trt),Jaccard (incidence),2,1.0168892229839432,0.40402621366797853,0.6666666666666666,6,3,2
63,N-sens (n=2/trt),Gower (sqrt→z),2,2.0725499449120535,0.5801318321284027,0.06666666666666667,6,3,2
63,N-sens (n=2/trt),Gower (prop→z),2,0.84499177407023085,0.36033890754489434,0.6666666666666666,6,3,2
64,N-sens (n=2/trt),Jaccard (incidence),2,1.432758684871496,0.488536166395932,0.4,6,3,2
64,N-sens (n=2/trt),Gower (sqrt→z),2,2.658634621934597,0.6393046909944204,0.13333333333333333,6,3,2
64,N-sens (n=2/trt),Gower (prop→z),2,1.1983326828734115,0.44410116309206393,0.5333333333333333,6,3,2
65,N-sens (n=2/trt),Jaccard (incidence),2,2.6626726154383835,0.6396545828665822,0.13333333333333333,6,3,2
65,N-sens (n=2/trt),Gower (sqrt→z),2,2.628449087795965,0.6366674341621112,0.06666666666666667,6,3,2
65,N-sens (n=2/trt),Gower (prop→z),2,1.647070388400744,0.5233662375240804,0.13333333333333333,6,3,2
66,N-sens (n=2/trt),Jaccard (incidence),2,3.362021357065014,0.6914863407952029,0.06666666666666667,6,3,2
66,N-sens (n=2/trt),Gower (sqrt→z),2,4.3239228275520185,0.742441642100107,0.06666666666666667,6,3,2
66,N-sens (n=2/trt),Gower (prop→z),2,4.039529458887191,0.7292188784024758,0.06666666666666667,6,3,2
67,N-sens (n=2/trt),Jaccard (incidence),2,1.0541273136741793,0.41271525817473426,0.4,6,3,2
67,N-sens (n=2/trt),Gower (sqrt→z),2,3.8282337730772933,0.718480820496417,0.06666666666666667,6,3,2
67,N-sens (n=2/trt),Gower (prop→z),2,1.6463502791732865,0.5232571497429938,0.2,6,3,2
68,N-sens (n=2/trt),Jaccard (incidence),2,1.6348407655937174,0.5215067966248327,0.13333333333333333,6,3,2
68,N-sens (n=2/trt),Gower (sqrt→z),2,3.5288680782411097,0.7017221417101405,0.06666666666666667,6,3,2
68,N-sens (n=2/trt),Gower (prop→z),2,1.232707760982214,0.45109388518702903,0.3333333333333333,6,3,2
69,N-sens (n=2/trt),Jaccard (incidence),2,0.7916806785718675,0.34545854750812316,0.8666666666666667,6,3,2
69,N-sens (n=2/trt),Gower (sqrt→z),2,2.427602113599539,0.6180875871295193,0.06666666666666667,6,3,2
69,N-sens (n=2/trt),Gower (prop→z),2,1.0073983357175464,0.4017703614807806,0.6,6,3,2
70,N-sens (n=2/trt),Jaccard (incidence),2,1.5142003745792874,0.5023555790615396,0.3333333333333333,6,3,2
70,N-sens (n=2/trt),Gower (sqrt→z),2,3.185641652425021,0.6798730864910071,0.13333333333333333,6,3,2
70,N-sens (n=2/trt),Gower (prop→z),2,1.349622446626236,0.47361447767373516,0.3333333333333333,6,3,2
71,N-sens (n=2/trt),Jaccard (incidence),2,2.3521101673820333,0.6106030370830675,0.06666666666666667,6,3,2
71,N-sens (n=2/trt),Gower (sqrt→z),2,3.966460980374511,0.725599431627657,0.06666666666666667,6,3,2
71,N-sens (n=2/trt),Gower (prop→z),2,1.5552048052485201,0.5090345506713141,0.06666666666666667,6,3,2
72,N-sens (n=2/trt),Jaccard (incidence),2,1.9009503021139451,0.5589468040542557,0.4,6,3,2
72,N-sens (n=2/trt),Gower (sqrt→z),2,4.160940270561737,0.7350263510462449,0.2,6,3,2
72,N-sens (n=2/trt),Gower (prop→z),2,2.669453972594163,0.6402406622403062,0.2,6,3,2
73,N-sens (n=2/trt),Jaccard (incidence),2,0.8162070366929246,0.3523894987635921,0.5333333333333333,6,3,2
73,N-sens (n=2/trt),Gower (sqrt→z),2,3.4258298695298524,0.6954827836668325,0.2,6,3,2
73,N-sens (n=2/trt),Gower (prop→z),2,0.9656206353537873,0.3916339040597103,0.6,6,3,2
74,N-sens (n=2/trt),Jaccard (incidence),2,2.4777186497298067,0.6228994224863313,0.13333333333333333,6,3,2
74,N-sens (n=2/trt),Gower (sqrt→z),2,5.719827107282314,0.7922387921883864,0.06666666666666667,6,3,2
74,N-sens (n=2/trt),Gower (prop→z),2,2.081779272061325,0.5812137247818888,0.06666666666666667,6,3,2
75,N-sens (n=2/trt),Jaccard (incidence),2,1.1938280222456372,0.4431715805118229,0.4,6,3,2
75,N-sens (n=2/trt),Gower (sqrt→z),2,3.365909670217168,0.6917328718243441,0.06666666666666667,6,3,2
75,N-sens (n=2/trt),Gower (prop→z),2,1.2604886376210844,0.45661794091184515,0.3333333333333333,6,3,2
76,N-sens (n=2/trt),Jaccard (incidence),2,2.9287441502674687,0.6613035323096257,0.13333333333333333,6,3,2
76,N-sens (n=2/trt),Gower (sqrt→z),2,3.6046617457185497,0.7061509508914866,0.06666666666666667,6,3,2
76,N-sens (n=2/trt),Gower (prop→z),2,1.7154265192012255,0.5334989025429107,0.13333333333333333,6,3,2
77,N-sens (n=2/trt),Jaccard (incidence),2,2.0431432963570795,0.5766470970727486,0.2,6,3,2
77,N-sens (n=2/trt),Gower (sqrt→z),2,2.775617402238683,0.6491734739374454,0.13333333333333333,6,3,2
77,N-sens (n=2/trt),Gower (prop→z),2,1.469624843662591,0.4948856913016753,0.2,6,3,2
78,N-sens (n=2/trt),Jaccard (incidence),2,3.1229954655911993,0.6755350483978517,0.2,6,3,2
78,N-sens (n=2/trt),Gower (sqrt→z),2,3.3711790130075134,0.6920663363028645,0.06666666666666667,6,3,2
78,N-sens (n=2/trt),Gower (prop→z),2,1.827344796081838,0.5491900924225388,0.13333333333333333,6,3,2
79,N-sens (n=2/trt),Jaccard (incidence),2,1.5836204911384784,0.5135588168808033,0.13333333333333333,6,3,2
79,N-sens (n=2/trt),Gower (sqrt→z),2,3.8590858563961548,0.7201015172746811,0.06666666666666667,6,3,2
79,N-sens (n=2/trt),Gower (prop→z),2,1.730574700489374,0.5356863285740531,0.06666666666666667,6,3,2
80,N-sens (n=2/trt),Jaccard (incidence),2,1.4264677286685505,0.4874366850843586,0.4666666666666667,6,3,2
80,N-sens (n=2/trt),Gower (sqrt→z),2,4.176523183065892,0.7357537436868441,0.2,6,3,2
80,N-sens (n=2/trt),Gower (prop→z),2,1.0568460746954451,0.41333973333585583,0.6,6,3,2
81,N-sens (n=2/trt),Jaccard (incidence),2,2.4034355823732327,0.6157231320087465,0.13333333333333333,6,3,2
81,N-sens (n=2/trt),Gower (sqrt→z),2,3.015764037432905,0.667830296807822,0.06666666666666667,6,3,2
81,N-sens (n=2/trt),Gower (prop→z),2,1.7843036597599835,0.5432821823455812,0.06666666666666667,6,3,2
