effect,term,estimate,std.error,statistic,df,p.value,conf.low,conf.high
fixed,(Intercept),0.07428007429620229,0.27180162152114723,0.27328782617444025,9.817112301058794,0.790294942473601,-0.5328644574293995,0.6814246060218041
fixed,HELLINGER_PC1,0.3111636323632921,0.10770077150280626,2.8891495206715803,25.159258519924293,0.00783838160425761,0.08942091464979099,0.5329063500767932
