effect,term,estimate,std.error,statistic,df,p.value,conf.low,conf.high
fixed,(Intercept),0.0979686367580404,0.29160252731582403,0.3359663500170359,13.358956229974716,0.7421145921595376,-0.5302839282224419,0.7262212017385226
fixed,SQRT_CS_PC1,0.30056052521155213,0.11637333635399402,2.582726719265677,33.41295187062693,0.014363846699396622,0.06390830472837944,0.5372127456947249
