effect,term,estimate,std.error,statistic,df,p.value,conf.low,conf.high
fixed,(Intercept),-1.3219567575984572,1.0809079902918834,-1.223005814992155,33.904128091541644,0.22976069036452687,-3.518854907267154,0.8749413920702398
fixed,SQRT_PC1,0.1794187815426415,0.12308154206841045,1.4577228927056993,37.0841960411525,0.15333407193812884,-0.06994900048961464,0.42878656357489764
